hp_id,synonym,typo
HP_0000179,Prominent lower lip,Prominet lwoer llp
HP_0000179,Thick vermilion border of lower lip,Thicf vemliino bforderfof lower lp
HP_0000179,Prominent lower lip vermilion,Prominent loer lip vemhimion
HP_0000179,Thick red part of the lower lip,hTick red hpart ost he lower avp
HP_0000179,Full lower lip,Fullower lip
HP_0000179,Thick lower lip,Thick uower elip
HP_0000180,Lobulated tongue,Lobulaetd tngeu
HP_0000180,Bumpy tongue,Bumpy otnhgue
HP_0000180,Lingual lobules,Lingual lolue
HP_0000180,Lobulate tongue,Lohbolate tongoe
HP_0000182,Movement abnormality of the tongue,Movement anormaliety fo ttextongue
HP_0000182,Abnormality of lingual movement,Abnormliatyn of lindjgual movgment
HP_0000183,Difficulty in tongue movements,Difjiculty in ctonge movemnets
HP_0000183,Difficulty in lingual movements,jDiffclty in lingua lomvements
HP_0000183,Hypokinesia of the tongue,yHhpokinesia of theoxngue
HP_0000183,Lingual hypokinesia,Linugal hypokieia
HP_0000185,Cleft soft palate,Clct soft palate
HP_0000185,Cleft muscular palate,Celft mqscular plabate
HP_0000185,Cleft of soft palate,lleft ofsoyft paloate
HP_0000185,Cleft velum,Cleftj vezum
HP_0000187,Broad alveolar ridges,Broad alveolzr rdieg
HP_0000187,Broad alveolar margins,Broad apeveolear mfargins
HP_0000187,Widened alveolar ridges,Wijdned alveola kridges
HP_0000187,Broad alveolar processes of jaw,Broad lavelaar proceeses of jaw
HP_0000187,Wide alveolar margins,gide lveoalr margins
HP_0000187,Wide alveolar processes of jaw,Wide alvoeoa qprocesseso f jai
HP_0000187,Wide gum ridges,Wide gum idse
HP_0000188,Short upper lip,Short uppeml ip
HP_0000188,Decreased height of upper lip,Decceaed heidht o opper lip
HP_0000188,Decreased upper labial height,Duecreased upperplbialheighkt
HP_0000188,Decreased upper labial length,Decvrease dupyer labial lentgh
HP_0000188,Decreased vertical length of upper lip,Dercease veretijcal lkeength of upper lip
HP_0000188,Shortening of upper lip,oSrtening of uperlip
HP_0000188,Vertical deficiency of upper lip,Vrtical eficiencycof pppyrl ip
HP_0000189,Narrow palate,Nrrow palatl
HP_0000189,Decreased palatal width,Decbreavse dpalatal yidth
HP_0000189,Decreased transverse dimension of palate,Decraesed trnsterse dimesion ofm palathe
HP_0000189,Narrow roof of mouth,Narrogwmorof ofmouth
HP_0000190,Abnormal oral frenulum morphology,Abnorkmafl oral frenulunmimorphowloy
HP_0000190,Abnormality of frenum of tongue,Abnoromality fo fqenum of tnqogu
HP_0000190,Abnormality of lingual frenum,Abnorali tof lingual rendum
HP_0000190,Abnormality of oral frenula,Abnormfality zf ortal fqrenfula
HP_0000190,Abnormality of oral frenum,Abnomrmatly ofo ra frenum
HP_0000191,Accessory oral frenulum,Accessry oravlfrenuplum
HP_0000191,Accessory oral frenum,Acckessory oral frmenum
HP_0000191,Extra oral frenulum,xEtra orlae frenulum
HP_0000191,Extra oral frenum,Extara ral frneum
HP_0000191,Multiple oral frenula,Multijle oarl frenlua
HP_0000191,Supernumerary oral frenulum,Supernumzruaru oual frenulum
HP_0000191,Supernumerary oral frenum,dupernumerar orvl fernmu
HP_0000193,Bifid uvula,Bifuid uvulae
HP_0000193,Bifid palatine uvula,Bifidpgalatbn uvula
HP_0000193,Cleft of uvula,Cleft of vuca
HP_0000193,Cleft uvula,Clcft uvulac
HP_0000193,Forked uvula,Forpkedu vula
HP_0000193,Split uvula,Split uvudl
HP_0000193,Uvula bifida,Uvuzla bifxda
HP_0000194,Open mouth,Opem aouth
HP_0000194,Gaped jawed appearance,Gaped jagedappearnwce
HP_0000194,Gaped mouthed appearance,Gaped mouthedappearafnce
HP_0000194,Slack jawed appearance,Slgack ajwd appearancse
HP_0000194,Open mouth appearance,Oepn mauth papeaarnce
HP_0000197,Abnormal parotid gland morphology,Abnoraml uapti dgland mophology
HP_0000197,Abnormality of parotid gland,Abnormality of pyortido land
HP_0000197,Anomaly of the parotid gland,Anoaly osf the protzidgland
HP_0000198,Absence of Stensen duct,Absnce f Stensen vuct
HP_0000198,Absence of parotid duct,Acseceof parotid ducv
HP_0000198,Absent stensen duct,Absetn senzen duct
HP_0000198,Failure of development of parotid duct,Fxliure ofdveelpoment ol parotid xduct
HP_0000198,Failure of development of stensen duct,iFalruse of deveulopmen tof stesen duct
HP_0000198,Missing parotid duct,Missidg artid duct
HP_0000198,Missing stensen duct,Misgsing stensenaudnct
HP_0000198,Agenesis of parotid duct,Aoeensis ofparotid uct
HP_0000198,Agenesis of stensen duct,Agenesqis box stensen duct
HP_0000199,Tongue nodules,Tongue ondles
HP_0000199,Lingual nodules,Linguoa ndoules
HP_0000200,Short lingual frenulum,hotr lingual fqrenullm
HP_0000200,Hypoplasia of lingual frenulum,Hypolasia ofl icgual frenulmo
HP_0000200,Hypoplasia of lingual frenum,Hypoplosia oof linguaml frenuma
HP_0000200,Hypoplasia of tongue frenulum,Hyyoplasiapof tnoue frenuluu
HP_0000200,Hypoplasia of tongue frenum,Hypopdlsia yoft ongue freum
HP_0000200,Deficiency of lingual frenulum,Deficiency of ligua fenlu
HP_0000200,Short lingual frenum,zShorlt inguam frenum
HP_0000200,Short tongue frenulum,Shvort tmongeu frenulum
HP_0000200,Short tongue frenum,Sorgt totngue frenum
HP_0000200,Tight lingual frenulum,Tigtd lingall frenulum
HP_0000201,Pierre-Robin sequence,Pirreshobin sequence
HP_0000201,Pierre Robin sequence,ierke Robins equepce
HP_0000201,Pierre-robin anomaly,Pierre-robin snoaly
HP_0000201,Pierre-robin deformity,Pierrd-eorbin deformty
HP_0000201,Pierre-robin malformation,Pveirre-bin malfxrmation
HP_0000201,Robin sequence,obina sequence
HP_0000202,Orofacial cleft,Orocaciaclleft
HP_0000202,Cleft of the mouth,Clefnd of the mocth
HP_0000202,Oral cleft,Oral letf
HP_0000202,Oral clefting,Orla clefking
HP_0000202,"Cleft lip, cleft palate","dleeft il,p cleft palate"
HP_0000202,Cleft lip/palate,Clwft lip/pvarate
HP_0000204,Cleft upper lip,Cleftw ucpper lig
HP_0000204,Cheiloschisis of upper lip,Chilouchxsis nof upper lip
HP_0000204,Harelip,Hdrelip
HP_0000204,Cleft of upper lip,Clfetof uppre lip
HP_0000205,Pursed lips,Purste lips
HP_0000205,Tightly closed lips,Tightlyc closed lips
HP_0000206,Glossitis,Glcossitis
HP_0000206,Inflammation of the tongue,Inlfacmatio of theutonfgue
HP_0000206,Lingual inflammation,Lingual nflammatizkny
HP_0000206,Smooth swollen tongue,Smootht swpllen tonuf
HP_0000207,Triangular mouth,Triagnular omuthb
HP_0000207,Triangular shaped mouth,kriazngular shaped muuoth
HP_0000207,Triangular shaped oral aperture,riangular shaped otala pelrtre
HP_0000211,Trismus,Trimsus
HP_0000211,Decrease in jaw mobility,eDcreasf in jawm oblity
HP_0000211,Decrease in jaw movement,Decrease in jjwamoevment
HP_0000211,Decrease in jaw opening,zDeocerase in jaw oupening
HP_0000211,Decrease in mandibular mobility,Dexcrasee in mandiublar mbility
HP_0000211,Decrease in mandibular movement,Decreae sin mandvibula movemment
HP_0000211,Decrease in mandibular opening,Dearheasezin mrandibular poenign
HP_0000211,Limited jaw mobility,timited jaw mbiltiy
HP_0000211,Limited jaw movement,Lmoted jaw moveen
HP_0000211,Limited jaw opening,Limiyted jawypening
HP_0000211,Limited mandibular mobility,eimiled mandibula mobhility
HP_0000211,Limited mandibular opening,Limitevdumandibuzlar opmeningr
HP_0000211,Limited mouth opening,Liqmiteymonth opening
HP_0000211,Lockjaw,Locckjaw
HP_0000211,Pain of muscles of mastication,iPaixn of muscles fo masdiwcatyon
HP_0000212,Gingival overgrowth,Giangival ovezrgrohth
HP_0000212,Gingival enlargement,Gingiael enlartemendt
HP_0000212,Gingival hyperplasia,Gngiavl hyteprplasia
HP_0000212,Gum enlargement,Gu enlrageemnt
HP_0000212,Gum hypertrophy,Gm hyertroxphy
HP_0000212,Hypertrophic gingivitis,Hypetfrophic ignivitis
HP_0000212,Oral soft tissue hyperplasia,Ora soft tijssed hyperplasaa
HP_0000214,Lip telangiectasia,Lpi telaugiectaia
HP_0000214,Labial telangiectasia,Labail teflanugiectnsia
HP_0000214,Lip telangiectases,L telangectases
HP_0000214,Telangiectasia of the lips,jTelaniectasia of teilips
HP_0000214,Angioectasias of the lip,Angioectaesiasof the lip
HP_0000214,Labial angioectasias,Labal angioeectasuuas
HP_0000214,Spider veins of the lip,Spaideq veins of teh nip
HP_0000215,Thick upper lip vermilion,Tuhick uppeir lip ermitclion
HP_0000215,Full upper lip,Fullnupper lip
HP_0000215,Full upper lip vermilion,Ful uppr ip vermition
HP_0000215,Increased height of upper lip vermilion,nIcefseu height of uppehr li vemrilion
HP_0000215,Increased volume of upper lip,Increased lvoluce o upper lip
HP_0000215,Increased volume of upper lip vermilion,Incrslaedovoluwmec of uppep lip vermilion
HP_0000215,Plump upper lip,Plump uppre lip
HP_0000215,Prominent upper lip,prominennt uppexr lip
HP_0000215,Thick upper lip,Thicn utper vlip
HP_0000215,Thick vermilion border of upper lip,Thick vernilion broder of uqcperuvli
HP_0000215,Prominent upper lip vermilion,Porinewt spper ilp vermilion
HP_0000215,Thick red part of the upper lip,hik nd part of th euppre lip
HP_0000216,Broad secondary alveolar ridge,Broad seconrary alveolr rigdze
HP_0000216,Secondary alveolar ridges,Secondnawy alevolar rfdmges
HP_0000217,Xerostomia,Xdoostomia
HP_0000217,Decreased salivary flow,Derceased salivar iflw
HP_0000217,Dry mouth,Dry moth
HP_0000217,Dry mouth syndrome,prymouth slyndrome
HP_0000217,Reduced salivation,Reducedsalivatiofn
HP_0000218,High palate,aig palate
HP_0000218,Elevated palate,Elmvatde alate
HP_0000218,High arched palate,High acrrhed palate
HP_0000218,"High, arched palate","Hmgh, rched palzate"
HP_0000218,High-arched palate,High-arzchbd palaete
HP_0000218,Increased palatal height,Increased apaltal ieght
HP_0000218,Palate high-arched,Palate hjgh-archeu
HP_0000218,"Palate, high-arched","Palate, ihgh-arlcehd"
HP_0000218,Ogival palate,Ogivl plate
HP_0000219,Thin upper lip vermilion,hTin upper lip vmilion
HP_0000219,Decreased height of upper lip vermilion,Decreasqebdq heivght of upper lip vermilion
HP_0000219,Decreased volume of upper lip,eecreased vmlmu of upperl ip
HP_0000219,Decreased volume of upper lip vermilion,zecrelred volumefocf puper lipl vermilion
HP_0000219,Thin upper lip,Thinuppe rlip
HP_0000219,Thin vermilion border of upper lip,Tpin vermilion sbqhrder ocb upper lip
HP_0000219,Thin red part of the upper lip,hen red part ro thxe upepr lip
HP_0000219,Thin upper lips,Thin uppeq gps
HP_0000220,Velopharyngeal insufficiency,Velohearyngel insuffcienyc
HP_0000220,Velopharyngeal dysfunction,Velovparnygqal dysunction
HP_0000220,Velopharyngeal incompetence,Velopharngeaa ncomlteence
HP_0000221,Furrowed tongue,Furrowki tnogue
HP_0000221,Fissured tongue,Fiskkured tongue
HP_0000221,Grooved tongue,xrooved iongue
HP_0000221,Lingua plicata,Lingi plicata
HP_0000221,Lingual furrow,Lignual fuvrrow
HP_0000221,Plicated tongue,Pliclatedpongue
HP_0000221,Prominent tongue grooves,Proimnyent tonuge groovse
HP_0000221,Scrotal tongue,Scrbtal tonguze
HP_0000222,Gingival hyperkeratosis,iGngiax hypekeratosis
HP_0000222,"Hyperkeratosis, gingival","Hyperpkbratosis, gynigval"
HP_0000223,Abnormality of taste sensation,Abnhormelty of taste seynqction
HP_0000224,Hypogeusia,dHypogeusin
HP_0000224,Decreased taste,Deccreaped tase
HP_0000224,Decreased taste sensation,eDcteased tate sensataiopn
HP_0000225,Gingival bleeding,inigvwal bleeding
HP_0000225,Bleeding gums,Bleedinvghgums
HP_0000225,Gingival haemorrhage,Gitngvl haemorrhae
HP_0000225,Gingival hemorrhage,Gingival hmerrhaxe
HP_0000225,Gingivorrhagia,Gingiorrhagial
HP_0000227,Tongue telangiectasia,Tongae telanxiervtasia
HP_0000227,Lingual telangiectasia,Lingoual tenagiectsaia
HP_0000227,Angioectasias of the tongue,jgioecuasias of the togeu
HP_0000227,Lingual angioectasias,Lingual fgieoectasias
HP_0000227,Spider veins of the tongue,ppiderv eiins of the tonmu
HP_0000228,Oral cavity telangiectasia,Oral cavity tealanicetwsdia
HP_0000228,Oral cavity teleangiectasia,Olal caivt yteleanictasia
HP_0000228,Angioectasias of the mouth,Anigoectasiavo fj the moutah
HP_0000228,Angioectasias of the oral cavity,Agioecgsaiasn f theoral cavity
HP_0000228,Spider veins of the mouth,Spideveins oft hemouth
HP_0000228,Spider veins of the oral cavity,pider veins of th oa loavit
HP_0000230,Gingivitis,uingiviits
HP_0000230,Gingival inflammation,Ginrgvalinflamration
HP_0000230,Inflamed gums,Ilnflamtd gums
HP_0000230,Red and swollen gums,Red andswollen gufus
HP_0000232,Everted lower lip vermilion,vEretbd lwer lip vremilion
HP_0000232,Drooping lower lip,Drooing ower lbip
HP_0000232,Eclabium of lower lip,Elabium o flower hix
HP_0000232,Everted lower lip,Evertel woer lip
HP_0000232,Everted prominent lower lip,Eviefrted prominent loewr lip
HP_0000232,Outward turned lower lip,Outwdturned lower glip
HP_0000232,Protruding lower lip,Protorudnw loweb lip
HP_0000233,Thin vermilion border,nhin verbmilion bord
HP_0000233,Decreased volume of lip,Decrejsbaedvolume of lip
HP_0000233,Decreased volume of lip vermillion,Decreased voyumde of dlpy vermiyllion
HP_0000233,Thin lips,Thi nlips
HP_0000233,Thin vermillion,Thinovermiliorn
HP_0000233,Thin vermilion borders,hin vrrqmilmion borders
HP_0000234,Abnormality of the head,Abnralitybof th ehead
HP_0000234,Abnormal head,Aybnormal haed
HP_0000234,Head abnormality,Heada bnormliqy
HP_0000236,Abnormality of the anterior fontanelle,bAbomality of th eanteri orfontanellge
HP_0000236,Abnormality of the forehead soft spot,Abbnormalitzy ofthe fcrevead soft sqot
HP_0000237,Small anterior fontanelle,Smals manteaior fotnelle
HP_0000237,Small anterior fontanel,Smlal anteiridory fontanel
HP_0000237,Small forehead fontanel,Small foreheaffoatnel
HP_0000238,Hydrocephalus,Hyeocephalus
HP_0000238,Hydrocephaly,Hydrocephlyl
HP_0000238,Nonsyndromal hydrocephalus,Nnsyndromal hydrocphul
HP_0000238,Too much cerebrospinal fluid in the brain,Too much cerebrsopnal flusd n hte dzraim
HP_0000239,Large fontanelles,zartge fontanylles
HP_0000239,Enlarged fontanelles,Enjlarged fntamelqles
HP_0000239,Large fontanel,Large fontanaeld
HP_0000239,Large fontanelle,Lagrefontanlele
HP_0000239,Large fontanels,aLrge fonanelts
HP_0000239,Persistent wide fontanel,Persistentn wie fontnel
HP_0000239,Wide fontanelles,Wide fnrtanlles
HP_0000239,Large bregma sutures,Lzareg bregmacksutures
HP_0000239,"Large, late-closing fontanelle",Largk late-clisng fotnanellre
HP_0000239,Wide bregma sutures,Widerbregmasuures
HP_0000240,Abnormality of skull size,Anormalityzof slulsize
HP_0000240,Abnormality of head size,Abnormality of hteadsizpe
HP_0000240,Abnormality of cranium size,Abnorality o faraniu mize
HP_0000242,Parietal bossing,Parieal bossnig
HP_0000242,Biparietal bossing,Biparital bossign
HP_0000242,Bossing of parietal bone,zossing ogparieval bone
HP_0000243,Trigonocephaly,Trighnocophaly
HP_0000243,Triangular head shape,Triangular hejda shape
HP_0000243,Wedge shaped head,Wedge shapdhw ead
HP_0000243,Triangular cranium shape,Trixangulr cranimu shaep
HP_0000243,Triangular skull shape,Tircngularskull sape
HP_0000243,Wedge shaped cranium,hWrdge shape cdranium
HP_0000243,Wedge shaped skull,edge shaped sclul
HP_0000244,Brachyturricephaly,rachdyturricephalyy
HP_0000244,Brachy-turricephaly,Bracy-turricehaly
HP_0000244,"High, prominent forehead","igh, qpromnient foreheadd"
HP_0000244,Turribrachycephaly,Trribrcahyceppaly
HP_0000245,Abnormal paranasal sinus morphology,Abgormsl paraenasal sinds morpholoy
HP_0000245,Abnormality of the sinuses,Abnomality of teh sisses
HP_0000245,Abnormality of the sinuses of the head,Abonomraligy fo kh esinuses of the had
HP_0000245,Abnormality of the paranasal sinuses,Abormaleicy oft h aparanasal sinusep
HP_0000246,Sinusitis,Sxinusitis
HP_0000246,Sinus infection,Sinus ioerfction
HP_0000246,Sinus inflammation,Sihnus ifnlammatin
HP_0000246,Sinus disease,ySinus dsease
HP_0000248,Brachycephaly,Brachycephunly
HP_0000248,Broad cranium shape,Broad raius shape
HP_0000248,Broad head shape,Blod head shape
HP_0000248,Broad skull shape,Buro askull shape
HP_0000248,Wide cranium shape,Widec ranimu shap
HP_0000248,Wide head shape,Widecheadshpae
HP_0000248,Wide skull shape,ide skull sahpe
HP_0000248,Short and broad skull,Shortand broa dsull
HP_0000250,Dense calvaria,Dense calcviria
HP_0000250,Dense skull cap,Dnse sbull cav
HP_0000252,Microcephaly,Microcephagzly
HP_0000252,Abnormally small head,Apbnorsmally smzl head
HP_0000252,Decreased size of head,Decreesdd siz eof head
HP_0000252,Small head,Small leac
HP_0000252,Small skull,Small skl
HP_0000252,Abnormally small cranium,Abmnormallymall crainum
HP_0000252,Abnormally small skull,Abnoirmualy small skull
HP_0000252,Decreased circumference of cranium,Decreasrd circumference of cranum
HP_0000252,Decreased size of cranium,xDewcrecesd size of crnium
HP_0000252,Decreased size of skull,Decreasde siez ofs kul
HP_0000252,Reduced head circumference,Redvced head circumfeqrencze
HP_0000252,Small head circumference,Smallhea dcircufmeirence
HP_0000252,small calvarium,small calvvriuhm
HP_0000252,small cranium,smarl cranum
HP_0000253,Progressive microcephaly,rogressive iruocephaly
HP_0000253,"Microcephaly, postnatal, progressive","sicrocephal postnatal,tmrodgessive"
HP_0000253,"Microcephaly, progressive","Msciorcephsly, progressive"
HP_0000253,Progressively abnormally small cranium,Progressviely pbnoramlly smalkcrvniu
HP_0000253,Progressively abnormally small skull,Progrebsively abknormlaly small sukgll
HP_0000256,Macrocephaly,Maqcroecphaly
HP_0000256,Big calvaria,Bskg calvaria
HP_0000256,Big cranium,Bi crnaium
HP_0000256,Big head,Big headq
HP_0000256,Big skull,Big sukll
HP_0000256,Increased size of head,Icreasd sizeg f head
HP_0000256,Large calvaria,Lagre calvarria
HP_0000256,Large cranium,Lqrgecranium
HP_0000256,Large skull,nLarge skull
HP_0000256,Increased size of cranium,ukncreased sze of cranvium
HP_0000256,Increased size of skull,Incraeqed size ofs klul
HP_0000256,Large head,Lrgeh ead
HP_0000256,Large head circumference,Lkrxge head circumefrnce
HP_0000256,Macrocephalus,oacrscephalus
HP_0000256,Macrocrania,Macrocrvknia
HP_0000256,Megacephaly,Megacmsphaly
HP_0000260,Wide anterior fontanel,Wid eawnterior fonunael
HP_0000260,Large anterior fontanel,Large aterio rontantel
HP_0000260,Large anterior fontanelle,rag anteior fonanelle
HP_0000260,Large open anterior fontanel,Lage open anterr fonzanefl
HP_0000260,Large open anterior fontanelle,Large opken anteior fnqtajnelle
HP_0000260,Wide anterior fontanelle,rWide anteiro rfontanelle
HP_0000260,Wide open anterior fontanelle,Wide oen anyeeriorfonptanelle
HP_0000260,Wider-than-typical soft spot of skull,Wder-than-tgical sost sto ow skull
HP_0000260,Large anterior fontanels,aLrge antrior fotahnels
HP_0000262,Turricephaly,Turriueophaly
HP_0000262,Tall shaped head,Tall shpaedehsad
HP_0000262,Tall shaped cranium,Twazll shaped crgnium
HP_0000262,Tall shaped skull,Txll hsaped slkull
HP_0000262,Tower cranium shape,Toer bcranium sape
